date,company_id,company_name,ticker,open,high,low,close,volume,adjusted_close,currency,source_type,source_url,data_status,note
2023-08-07,000660,SK하이닉스,000660,120600.0,124900.0,120500.0,121900.0,3724826,121900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-08,000660,SK하이닉스,000660,121900.0,122400.0,118300.0,118600.0,2729243,118600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-09,000660,SK하이닉스,000660,118500.0,119200.0,117200.0,118500.0,2551668,118500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-10,000660,SK하이닉스,000660,117400.0,118500.0,115100.0,118500.0,2622604,118500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-11,000660,SK하이닉스,000660,118000.0,119400.0,115200.0,115300.0,2412381,115300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-14,000660,SK하이닉스,000660,114600.0,117300.0,114000.0,114900.0,2038360,114900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-16,000660,SK하이닉스,000660,117200.0,118500.0,115000.0,115800.0,3870479,115800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-17,000660,SK하이닉스,000660,114300.0,115500.0,112500.0,114800.0,3064253,114800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-18,000660,SK하이닉스,000660,112600.0,118700.0,111800.0,117200.0,3329697,117200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-21,000660,SK하이닉스,000660,117300.0,118500.0,115600.0,116400.0,2621973,116400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-22,000660,SK하이닉스,000660,120000.0,120900.0,114900.0,116500.0,3349473,116500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-23,000660,SK하이닉스,000660,116200.0,116800.0,114100.0,116000.0,2573292,116000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-24,000660,SK하이닉스,000660,122300.0,123600.0,120300.0,120900.0,6368401,120900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-25,000660,SK하이닉스,000660,117400.0,118300.0,115300.0,116500.0,3533647,116500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-28,000660,SK하이닉스,000660,117000.0,117500.0,115500.0,115900.0,1746882,115900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-29,000660,SK하이닉스,000660,118300.0,120300.0,117100.0,118600.0,2682352,118600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-30,000660,SK하이닉스,000660,122400.0,122800.0,119400.0,119400.0,2629711,119400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-08-31,000660,SK하이닉스,000660,121000.0,122800.0,120000.0,121800.0,4403695,121800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-01,000660,SK하이닉스,000660,121400.0,122600.0,119600.0,120000.0,2886011,120000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-04,000660,SK하이닉스,000660,118300.0,119700.0,116200.0,119200.0,3491280,119200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-05,000660,SK하이닉스,000660,118100.0,121000.0,117700.0,119400.0,1749591,119400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-06,000660,SK하이닉스,000660,118600.0,120000.0,117800.0,118200.0,1615519,118200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-07,000660,SK하이닉스,000660,118200.0,120900.0,117100.0,118500.0,2995088,118500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-08,000660,SK하이닉스,000660,117000.0,117100.0,112800.0,113700.0,4943255,113700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-11,000660,SK하이닉스,000660,113700.0,116000.0,112900.0,115900.0,2542590,115900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-12,000660,SK하이닉스,000660,115400.0,117500.0,113900.0,116700.0,2749688,116700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-13,000660,SK하이닉스,000660,117900.0,120700.0,116900.0,118500.0,3860589,118500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-14,000660,SK하이닉스,000660,118600.0,122200.0,118600.0,122200.0,3948784,122200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-15,000660,SK하이닉스,000660,122900.0,124400.0,121600.0,122400.0,3579662,122400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-18,000660,SK하이닉스,000660,120300.0,122900.0,118800.0,119000.0,2356621,119000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-19,000660,SK하이닉스,000660,119400.0,121300.0,118600.0,119200.0,1921912,119200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-20,000660,SK하이닉스,000660,118900.0,119700.0,116700.0,118000.0,2228681,118000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-21,000660,SK하이닉스,000660,116000.0,116900.0,114100.0,116500.0,3151900,116500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-22,000660,SK하이닉스,000660,114300.0,117300.0,114200.0,117300.0,2938386,117300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-25,000660,SK하이닉스,000660,115900.0,117700.0,115700.0,117000.0,2181722,117000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-26,000660,SK하이닉스,000660,117000.0,117200.0,113300.0,115000.0,3237819,115000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-09-27,000660,SK하이닉스,000660,113000.0,115200.0,112300.0,114700.0,3060751,114700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-04,000660,SK하이닉스,000660,113000.0,116600.0,113000.0,115400.0,4447702,115400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-05,000660,SK하이닉스,000660,122900.0,122900.0,118100.0,120200.0,6112858,120200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-06,000660,SK하이닉스,000660,120200.0,121600.0,119000.0,120400.0,4158083,120400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-10,000660,SK하이닉스,000660,122800.0,124300.0,119500.0,119500.0,5580659,119500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-11,000660,SK하이닉스,000660,123000.0,123900.0,119200.0,119200.0,4293299,119200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-12,000660,SK하이닉스,000660,121100.0,124200.0,120500.0,124200.0,4016352,124200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-13,000660,SK하이닉스,000660,123100.0,126300.0,122500.0,124700.0,3205273,124700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-16,000660,SK하이닉스,000660,124700.0,125200.0,122400.0,124100.0,3008476,124100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-17,000660,SK하이닉스,000660,125000.0,130800.0,123500.0,130000.0,6411880,130000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-18,000660,SK하이닉스,000660,128600.0,130700.0,127200.0,130000.0,4760148,130000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-19,000660,SK하이닉스,000660,127600.0,128900.0,125100.0,125700.0,5089745,125700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-20,000660,SK하이닉스,000660,124300.0,127200.0,122800.0,126200.0,3868266,126200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-23,000660,SK하이닉스,000660,126800.0,127200.0,123500.0,124000.0,2432303,124000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-24,000660,SK하이닉스,000660,125400.0,127000.0,123900.0,126800.0,2802010,126800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-25,000660,SK하이닉스,000660,127500.0,129000.0,126100.0,127500.0,3053002,127500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-26,000660,SK하이닉스,000660,122100.0,124800.0,119500.0,120000.0,5961584,120000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-27,000660,SK하이닉스,000660,119800.0,120900.0,117500.0,119100.0,5486088,119100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-30,000660,SK하이닉스,000660,119100.0,121700.0,118700.0,119100.0,2798497,119100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-10-31,000660,SK하이닉스,000660,119800.0,120900.0,116300.0,116300.0,3166739,116300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-01,000660,SK하이닉스,000660,117900.0,120300.0,117000.0,120300.0,2707225,120300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-02,000660,SK하이닉스,000660,123900.0,125400.0,123100.0,125300.0,3736208,125300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-03,000660,SK하이닉스,000660,126500.0,127200.0,125000.0,125800.0,2796773,125800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-06,000660,SK하이닉스,000660,125800.0,133000.0,125800.0,133000.0,6923192,133000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-07,000660,SK하이닉스,000660,132000.0,133500.0,129300.0,130400.0,4940510,130400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-08,000660,SK하이닉스,000660,131600.0,132700.0,126600.0,127600.0,3328279,127600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-09,000660,SK하이닉스,000660,127700.0,129800.0,126700.0,128000.0,2228081,128000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-10,000660,SK하이닉스,000660,127900.0,130800.0,127000.0,130500.0,2656526,130500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-13,000660,SK하이닉스,000660,133000.0,134100.0,131000.0,131800.0,2644761,131800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-14,000660,SK하이닉스,000660,133500.0,133500.0,130000.0,130000.0,2589591,130000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-15,000660,SK하이닉스,000660,133900.0,134200.0,132100.0,134100.0,3616292,134100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-16,000660,SK하이닉스,000660,133000.0,134400.0,131200.0,132300.0,2456351,132300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-17,000660,SK하이닉스,000660,131500.0,132000.0,129100.0,129900.0,2438499,129900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-20,000660,SK하이닉스,000660,129300.0,132000.0,129300.0,131400.0,2004403,131400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-21,000660,SK하이닉스,000660,132000.0,133300.0,131600.0,132000.0,2439306,132000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-22,000660,SK하이닉스,000660,129600.0,131600.0,129500.0,131300.0,2128566,131300.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-23,000660,SK하이닉스,000660,130600.0,131400.0,129500.0,130100.0,1839516,130100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-24,000660,SK하이닉스,000660,130600.0,131000.0,128000.0,128000.0,1925668,128000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-27,000660,SK하이닉스,000660,129200.0,130700.0,128400.0,130700.0,2264243,130700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-28,000660,SK하이닉스,000660,132100.0,132100.0,129900.0,131400.0,2562226,131400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-29,000660,SK하이닉스,000660,130200.0,131000.0,128900.0,130400.0,2227853,130400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-11-30,000660,SK하이닉스,000660,129900.0,133900.0,129900.0,133900.0,3625365,133900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-01,000660,SK하이닉스,000660,132200.0,133000.0,130800.0,132600.0,3641222,132600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-04,000660,SK하이닉스,000660,133400.0,134600.0,131100.0,131100.0,2680820,131100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-05,000660,SK하이닉스,000660,129700.0,130000.0,125400.0,125900.0,4375531,125900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-06,000660,SK하이닉스,000660,126800.0,127500.0,125400.0,125600.0,2667583,125600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-07,000660,SK하이닉스,000660,125600.0,127800.0,124500.0,125600.0,2478565,125600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-08,000660,SK하이닉스,000660,128100.0,129100.0,127500.0,127500.0,2762531,127500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-11,000660,SK하이닉스,000660,128700.0,129100.0,127300.0,128900.0,3696790,128900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-12,000660,SK하이닉스,000660,130600.0,131900.0,130500.0,131000.0,3126577,131000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-13,000660,SK하이닉스,000660,130000.0,132400.0,130000.0,131200.0,2852873,131200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-14,000660,SK하이닉스,000660,133700.0,138300.0,133600.0,136700.0,8217135,136700.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-15,000660,SK하이닉스,000660,137000.0,140000.0,137000.0,140000.0,5011719,140000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-18,000660,SK하이닉스,000660,139000.0,140800.0,138900.0,140000.0,2540812,140000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-19,000660,SK하이닉스,000660,140000.0,140800.0,138100.0,138200.0,2309721,138200.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-20,000660,SK하이닉스,000660,139900.0,140800.0,139300.0,140500.0,3108011,140500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-21,000660,SK하이닉스,000660,139200.0,140600.0,138100.0,140500.0,2737124,140500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-22,000660,SK하이닉스,000660,142700.0,143700.0,140600.0,140600.0,3183709,140600.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-26,000660,SK하이닉스,000660,142000.0,142000.0,139400.0,140900.0,2239789,140900.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-27,000660,SK하이닉스,000660,140800.0,141600.0,139200.0,140400.0,2336777,140400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2023-12-28,000660,SK하이닉스,000660,140900.0,141600.0,139500.0,141500.0,2459473,141500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-02,000660,SK하이닉스,000660,139700.0,142800.0,139700.0,142400.0,2147458,142400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-03,000660,SK하이닉스,000660,140000.0,140800.0,136800.0,136800.0,3257820,136800.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-04,000660,SK하이닉스,000660,136800.0,138800.0,135800.0,136400.0,2661970,136400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-05,000660,SK하이닉스,000660,135800.0,137500.0,135800.0,137500.0,1846781,137500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-08,000660,SK하이닉스,000660,137500.0,137900.0,135400.0,136000.0,2498302,136000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-09,000660,SK하이닉스,000660,139000.0,139500.0,136600.0,137400.0,3473806,137400.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-10,000660,SK하이닉스,000660,137700.0,138100.0,132100.0,133500.0,3769252,133500.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-11,000660,SK하이닉스,000660,132400.0,137100.0,132400.0,136000.0,3594909,136000.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-12,000660,SK하이닉스,000660,136400.0,137300.0,133400.0,134100.0,1878915,134100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
2024-01-15,000660,SK하이닉스,000660,134800.0,135100.0,133300.0,134100.0,1858867,134100.0,KRW,exchange,https://github.com/FinanceDataReader/FinanceDataReader,reviewed,SK하이닉스 3개년 일별 주가 수집 검수 완료 데이터
